Time,Year,Month,Day_of_week,Season,Temperature,Number_Of_Guest_Nights,Total_hours_worked,Sales_new_vehicles,Demand
16.0,2.0,11.0,5.0,4.0,20.7,43824150.0,1456.0,406855.0,3.352
19.0,2.0,2.0,7.0,1.0,8.1,36792560.0,1420.0,484722.0,3.65
1.0,3.0,2.0,5.0,1.0,5.5,35725280.0,1389.0,47387.0,3.2960000000000003
1.0,3.0,8.0,3.0,3.0,29.1,44530530.0,1399.0,364214.0,3.022
20.0,2.0,10.0,2.0,4.0,14.0,42161920.0,1444.0,372464.0,3.366
11.0,2.0,3.0,4.0,2.0,7.7,36661700.0,1447.0,69137.0,3.917
21.0,3.0,3.0,3.0,2.0,3.6,36765040.0,1426.0,667269.0,3.6460000000000004
9.0,3.0,11.0,4.0,4.0,8.5,44483540.0,1474.0,44194.0,3.533
12.0,2.0,4.0,5.0,2.0,19.2,43862830.0,1480.0,354744.0,3.2289999999999996
5.0,2.0,8.0,4.0,3.0,27.4,45887250.0,1393.0,3553.0,2.855
16.0,1.0,5.0,2.0,2.0,19.7,38330190.0,1381.0,331586.0,2.9819999999999998
2.0,1.0,5.0,5.0,2.0,18.0,38330190.0,1381.0,331586.0,2.311
14.0,2.0,9.0,6.0,4.0,21.9,56797700.0,1438.0,495179.0,4.004
20.0,3.0,12.0,1.0,1.0,10.0,42758200.0,1409.0,387522.0,3.362
12.0,1.0,4.0,5.0,2.0,15.4,42178210.0,1488.0,324738.0,3.3569999999999998
23.0,3.0,11.0,5.0,4.0,13.2,44483540.0,1474.0,44194.0,2.859
21.0,2.0,6.0,5.0,3.0,20.1,43002660.0,1490.0,477464.0,3.127
23.0,3.0,2.0,7.0,1.0,5.3,35725280.0,1389.0,47387.0,3.282
23.0,2.0,8.0,4.0,3.0,24.4,45887250.0,1393.0,3553.0,2.8569999999999998
22.0,2.0,9.0,2.0,4.0,24.2,56797700.0,1438.0,495179.0,3.015
9.0,1.0,6.0,3.0,3.0,24.1,40056510.0,1490.0,420907.0,3.5469999999999997
14.0,1.0,9.0,6.0,4.0,21.9,54851290.0,1440.0,476766.0,3.553
20.0,2.0,4.0,1.0,2.0,18.7,43862830.0,1480.0,354744.0,2.804
23.0,3.0,5.0,2.0,2.0,22.1,40103250.0,1407.0,371857.0,2.7510000000000003
22.0,2.0,9.0,7.0,4.0,25.7,56797700.0,1438.0,495179.0,2.862
9.0,2.0,12.0,7.0,1.0,5.9,42109900.0,1441.0,394248.0,3.237
2.0,3.0,1.0,2.0,1.0,1.9,40211200.0,1337.0,399533.0,2.9930000000000003
9.0,2.0,10.0,5.0,4.0,14.0,42161920.0,1444.0,372464.0,3.677
7.0,3.0,3.0,6.0,2.0,13.7,36765040.0,1426.0,667269.0,3.32
12.0,2.0,12.0,1.0,1.0,8.7,42109900.0,1441.0,394248.0,3.284
18.0,2.0,12.0,3.0,1.0,7.3,42109900.0,1441.0,394248.0,4.147
15.0,2.0,2.0,6.0,1.0,10.1,36792560.0,1420.0,484722.0,3.7680000000000002
16.0,2.0,9.0,3.0,4.0,20.7,56797700.0,1438.0,495179.0,3.8139999999999996
17.0,2.0,1.0,2.0,1.0,11.9,39454220.0,1338.0,401648.0,3.9160000000000004
8.0,1.0,7.0,4.0,3.0,28.8,36895570.0,1465.0,4156.0,3.701
18.0,1.0,7.0,1.0,3.0,25.6,36895570.0,1465.0,4156.0,3.5239999999999996
0.0,2.0,11.0,1.0,4.0,4.0,43824150.0,1456.0,406855.0,2.657
17.0,2.0,7.0,2.0,3.0,30.1,38329850.0,1458.0,427534.0,4.418
14.0,1.0,8.0,5.0,3.0,29.1,44332270.0,1403.0,336658.0,3.9
8.0,2.0,7.0,2.0,3.0,24.4,38329850.0,1458.0,427534.0,3.7939999999999996
3.0,1.0,10.0,3.0,4.0,17.6,40890550.0,1434.0,378735.0,2.383
18.0,1.0,9.0,6.0,4.0,21.1,54851290.0,1440.0,476766.0,3.6430000000000002
4.0,1.0,11.0,5.0,4.0,1.6,43107390.0,1454.0,417593.0,2.718
18.0,4.0,2.0,7.0,1.0,4.5,39368380.0,1378.0,479421.0,3.9189999999999996
11.0,2.0,9.0,6.0,4.0,18.2,56797700.0,1438.0,495179.0,3.8819999999999997
11.0,2.0,4.0,4.0,2.0,17.9,43862830.0,1480.0,354744.0,3.3689999999999998
7.0,2.0,10.0,5.0,4.0,15.5,42161920.0,1444.0,372464.0,3.181
10.0,2.0,2.0,5.0,1.0,7.8,36792560.0,1420.0,484722.0,4.184
2.0,1.0,6.0,2.0,3.0,20.7,40056510.0,1490.0,420907.0,2.224
18.0,3.0,12.0,2.0,1.0,13.1,42758200.0,1409.0,387522.0,4.303999999999999
2.0,2.0,6.0,4.0,3.0,15.8,43002660.0,1490.0,477464.0,2.3169999999999997
20.0,1.0,11.0,5.0,4.0,6.1,43107390.0,1454.0,417593.0,3.708
17.0,3.0,1.0,2.0,1.0,7.3,40211200.0,1337.0,399533.0,4.205
4.0,3.0,6.0,2.0,3.0,20.8,42360590.0,1476.0,45376.0,2.2680000000000002
5.0,1.0,6.0,3.0,3.0,18.7,40056510.0,1490.0,420907.0,2.458
21.0,1.0,11.0,3.0,4.0,5.7,43107390.0,1454.0,417593.0,3.659
22.0,3.0,7.0,7.0,3.0,27.7,39572370.0,1452.0,441524.0,3.69
15.0,4.0,1.0,5.0,1.0,2.3,41699690.0,1303.0,40797.0,4.463
4.0,4.0,2.0,1.0,1.0,10.3,39368380.0,1378.0,479421.0,2.8080000000000003
23.0,1.0,6.0,5.0,3.0,21.4,40056510.0,1490.0,420907.0,2.8289999999999997
2.0,3.0,5.0,6.0,2.0,14.8,40103250.0,1407.0,371857.0,2.416
11.0,4.0,2.0,1.0,1.0,4.4,39368380.0,1378.0,479421.0,3.608
4.0,3.0,9.0,1.0,4.0,20.4,56158180.0,1390.0,485365.0,2.254
20.0,1.0,11.0,7.0,4.0,9.2,43107390.0,1454.0,417593.0,3.57
3.0,1.0,4.0,3.0,2.0,14.4,42178210.0,1488.0,324738.0,2.426
1.0,1.0,11.0,4.0,4.0,10.6,43107390.0,1454.0,417593.0,2.58
13.0,3.0,9.0,6.0,4.0,24.8,56158180.0,1390.0,485365.0,3.435
1.0,1.0,5.0,7.0,2.0,18.1,38330190.0,1381.0,331586.0,2.217
12.0,4.0,3.0,6.0,2.0,6.3,39820270.0,1383.0,640803.0,3.138
19.0,3.0,2.0,5.0,1.0,1.9,35725280.0,1389.0,47387.0,4.659
14.0,3.0,11.0,1.0,4.0,18.3,44483540.0,1474.0,44194.0,2.7289999999999996
8.0,3.0,3.0,1.0,2.0,14.2,36765040.0,1426.0,667269.0,2.926
12.0,3.0,10.0,3.0,4.0,19.9,42163910.0,1439.0,418987.0,3.5069999999999997
17.0,3.0,3.0,1.0,2.0,14.9,36765040.0,1426.0,667269.0,2.987
16.0,4.0,2.0,5.0,1.0,0.6,39368380.0,1378.0,479421.0,4.254
12.0,2.0,7.0,4.0,3.0,31.7,38329850.0,1458.0,427534.0,4.852
6.0,1.0,10.0,4.0,4.0,22.4,40890550.0,1434.0,378735.0,2.553
22.0,3.0,5.0,3.0,2.0,22.6,40103250.0,1407.0,371857.0,2.9019999999999997
16.0,1.0,11.0,4.0,4.0,8.7,43107390.0,1454.0,417593.0,3.747
20.0,4.0,1.0,6.0,1.0,6.8,41699690.0,1303.0,40797.0,3.682
4.0,2.0,12.0,7.0,1.0,2.5,42109900.0,1441.0,394248.0,2.6289999999999996
7.0,3.0,9.0,7.0,4.0,27.7,56158180.0,1390.0,485365.0,3.097
5.0,2.0,9.0,7.0,4.0,23.9,56797700.0,1438.0,495179.0,2.414
23.0,3.0,1.0,5.0,1.0,2.5,40211200.0,1337.0,399533.0,3.293
9.0,1.0,9.0,6.0,4.0,31.2,54851290.0,1440.0,476766.0,4.189
11.0,1.0,4.0,6.0,2.0,21.1,42178210.0,1488.0,324738.0,3.301
8.0,3.0,5.0,3.0,2.0,17.1,40103250.0,1407.0,371857.0,2.7969999999999997
20.0,2.0,2.0,7.0,1.0,7.2,36792560.0,1420.0,484722.0,3.688
9.0,3.0,4.0,7.0,2.0,14.1,42699480.0,1460.0,366146.0,2.898
6.0,1.0,12.0,2.0,1.0,18.2,39792340.0,1434.0,397531.0,2.946
22.0,2.0,11.0,5.0,4.0,13.5,43824150.0,1456.0,406855.0,3.077
0.0,1.0,6.0,4.0,3.0,20.3,40056510.0,1490.0,420907.0,2.476
9.0,3.0,6.0,7.0,3.0,21.5,42360590.0,1476.0,45376.0,3.022
8.0,2.0,12.0,7.0,1.0,5.4,42109900.0,1441.0,394248.0,3.451
10.0,2.0,12.0,4.0,1.0,2.7,42109900.0,1441.0,394248.0,4.287
14.0,1.0,12.0,5.0,1.0,10.3,39792340.0,1434.0,397531.0,3.659
13.0,2.0,3.0,5.0,2.0,12.8,36661700.0,1447.0,69137.0,3.591
17.0,4.0,2.0,3.0,1.0,6.3,39368380.0,1378.0,479421.0,4.261
23.0,2.0,10.0,3.0,4.0,16.4,42161920.0,1444.0,372464.0,2.8280000000000003
17.0,1.0,7.0,3.0,3.0,22.1,36895570.0,1465.0,4156.0,3.745
18.0,3.0,4.0,4.0,2.0,20.8,42699480.0,1460.0,366146.0,3.4530000000000003
18.0,1.0,7.0,1.0,3.0,26.5,36895570.0,1465.0,4156.0,3.737
10.0,3.0,11.0,4.0,4.0,8.3,44483540.0,1474.0,44194.0,3.4819999999999998
16.0,2.0,9.0,2.0,4.0,24.1,56797700.0,1438.0,495179.0,3.792
6.0,3.0,10.0,3.0,4.0,15.0,42163910.0,1439.0,418987.0,2.596
21.0,1.0,5.0,1.0,2.0,19.6,38330190.0,1381.0,331586.0,2.753
9.0,3.0,8.0,5.0,3.0,32.5,44530530.0,1399.0,364214.0,5.167999999999999
21.0,1.0,9.0,6.0,4.0,22.3,54851290.0,1440.0,476766.0,3.1910000000000003
3.0,1.0,12.0,1.0,1.0,13.8,39792340.0,1434.0,397531.0,2.468
23.0,1.0,8.0,7.0,3.0,24.1,44332270.0,1403.0,336658.0,2.792
12.0,1.0,4.0,3.0,2.0,11.7,42178210.0,1488.0,324738.0,3.532
5.0,3.0,7.0,3.0,3.0,27.8,39572370.0,1452.0,441524.0,2.9339999999999997
22.0,3.0,2.0,6.0,1.0,2.2,35725280.0,1389.0,47387.0,4.143
15.0,3.0,6.0,6.0,3.0,26.8,42360590.0,1476.0,45376.0,3.536
16.0,2.0,12.0,3.0,1.0,10.8,42109900.0,1441.0,394248.0,3.91
2.0,3.0,4.0,7.0,2.0,18.4,42699480.0,1460.0,366146.0,2.2969999999999997
15.0,2.0,7.0,1.0,3.0,30.6,38329850.0,1458.0,427534.0,3.958
15.0,3.0,4.0,6.0,2.0,24.7,42699480.0,1460.0,366146.0,3.363
6.0,1.0,8.0,6.0,3.0,29.3,44332270.0,1403.0,336658.0,2.802
2.0,1.0,10.0,7.0,4.0,17.8,40890550.0,1434.0,378735.0,2.364
2.0,2.0,7.0,2.0,3.0,27.2,38329850.0,1458.0,427534.0,2.65
14.0,2.0,12.0,6.0,1.0,8.8,42109900.0,1441.0,394248.0,4.154
7.0,4.0,1.0,7.0,1.0,3.4,41699690.0,1303.0,40797.0,3.2739999999999996
15.0,1.0,8.0,7.0,3.0,22.4,44332270.0,1403.0,336658.0,3.322
8.0,3.0,9.0,6.0,4.0,22.6,56158180.0,1390.0,485365.0,3.253
17.0,2.0,2.0,7.0,1.0,8.1,36792560.0,1420.0,484722.0,3.6510000000000002
10.0,3.0,10.0,2.0,4.0,18.0,42163910.0,1439.0,418987.0,3.9330000000000003
9.0,3.0,6.0,6.0,3.0,20.8,42360590.0,1476.0,45376.0,3.431
13.0,2.0,7.0,1.0,3.0,31.2,38329850.0,1458.0,427534.0,4.11
22.0,1.0,11.0,3.0,4.0,11.3,43107390.0,1454.0,417593.0,3.054
10.0,3.0,12.0,1.0,1.0,6.2,42758200.0,1409.0,387522.0,3.304
3.0,1.0,9.0,3.0,4.0,23.4,54851290.0,1440.0,476766.0,2.505
10.0,3.0,3.0,2.0,2.0,13.5,36765040.0,1426.0,667269.0,3.676
16.0,1.0,12.0,5.0,1.0,9.3,39792340.0,1434.0,397531.0,3.892
14.0,1.0,10.0,4.0,4.0,21.4,40890550.0,1434.0,378735.0,3.532
14.0,2.0,2.0,7.0,1.0,8.4,36792560.0,1420.0,484722.0,3.391
13.0,1.0,6.0,3.0,3.0,24.0,40056510.0,1490.0,420907.0,3.61
8.0,3.0,8.0,1.0,3.0,29.2,44530530.0,1399.0,364214.0,3.6889999999999996
11.0,2.0,10.0,4.0,4.0,15.1,42161920.0,1444.0,372464.0,3.545
6.0,2.0,10.0,1.0,4.0,14.2,42161920.0,1444.0,372464.0,2.33
19.0,2.0,1.0,4.0,1.0,4.2,39454220.0,1338.0,401648.0,4.581
18.0,3.0,3.0,3.0,2.0,11.6,36765040.0,1426.0,667269.0,3.397
10.0,2.0,12.0,4.0,1.0,5.5,42109900.0,1441.0,394248.0,3.9589999999999996
0.0,2.0,2.0,2.0,1.0,7.6,36792560.0,1420.0,484722.0,2.843
14.0,2.0,4.0,5.0,2.0,19.0,43862830.0,1480.0,354744.0,3.2560000000000002
18.0,3.0,10.0,3.0,4.0,23.2,42163910.0,1439.0,418987.0,3.513
18.0,1.0,12.0,3.0,1.0,7.1,39792340.0,1434.0,397531.0,4.022
10.0,1.0,4.0,6.0,2.0,16.7,42178210.0,1488.0,324738.0,3.2110000000000003
15.0,2.0,6.0,2.0,3.0,24.4,43002660.0,1490.0,477464.0,3.741
12.0,1.0,12.0,5.0,1.0,11.9,39792340.0,1434.0,397531.0,3.5839999999999996
23.0,2.0,4.0,3.0,2.0,12.0,43862830.0,1480.0,354744.0,2.958
17.0,3.0,12.0,4.0,1.0,4.7,42758200.0,1409.0,387522.0,4.388
9.0,2.0,7.0,7.0,3.0,27.7,38329850.0,1458.0,427534.0,4.042
4.0,3.0,11.0,6.0,4.0,13.3,44483540.0,1474.0,44194.0,2.639
4.0,3.0,7.0,2.0,3.0,27.7,39572370.0,1452.0,441524.0,2.556
17.0,4.0,1.0,5.0,1.0,7.1,41699690.0,1303.0,40797.0,3.4419999999999997
6.0,3.0,1.0,6.0,1.0,2.5,40211200.0,1337.0,399533.0,3.3360000000000003
1.0,2.0,6.0,6.0,3.0,17.6,43002660.0,1490.0,477464.0,2.415
10.0,3.0,5.0,6.0,2.0,18.8,40103250.0,1407.0,371857.0,3.295
19.0,2.0,3.0,3.0,2.0,8.1,36661700.0,1447.0,69137.0,3.9389999999999996
0.0,1.0,5.0,6.0,2.0,22.0,38330190.0,1381.0,331586.0,2.541
12.0,1.0,4.0,7.0,2.0,19.8,42178210.0,1488.0,324738.0,2.83
14.0,3.0,1.0,6.0,1.0,10.2,40211200.0,1337.0,399533.0,3.912
21.0,1.0,5.0,1.0,2.0,19.1,38330190.0,1381.0,331586.0,2.717
11.0,2.0,12.0,4.0,1.0,5.0,42109900.0,1441.0,394248.0,4.026
20.0,3.0,5.0,5.0,2.0,17.0,40103250.0,1407.0,371857.0,2.7569999999999997
8.0,3.0,3.0,2.0,2.0,18.6,36765040.0,1426.0,667269.0,3.411
19.0,3.0,8.0,3.0,3.0,26.8,44530530.0,1399.0,364214.0,4.048
12.0,3.0,6.0,6.0,3.0,25.2,42360590.0,1476.0,45376.0,3.739
10.0,3.0,2.0,2.0,1.0,4.9,35725280.0,1389.0,47387.0,4.498
22.0,2.0,7.0,1.0,3.0,27.5,38329850.0,1458.0,427534.0,3.075
4.0,3.0,3.0,2.0,2.0,17.6,36765040.0,1426.0,667269.0,2.485
15.0,2.0,7.0,5.0,3.0,27.3,38329850.0,1458.0,427534.0,4.863
20.0,1.0,5.0,1.0,2.0,19.2,38330190.0,1381.0,331586.0,2.9189999999999996
19.0,1.0,5.0,6.0,2.0,16.6,38330190.0,1381.0,331586.0,3.235
14.0,1.0,8.0,4.0,3.0,28.7,44332270.0,1403.0,336658.0,4.687
8.0,3.0,1.0,2.0,1.0,0.7,40211200.0,1337.0,399533.0,4.579
16.0,1.0,4.0,2.0,2.0,11.7,42178210.0,1488.0,324738.0,3.4010000000000002
21.0,3.0,2.0,1.0,1.0,-0.3,35725280.0,1389.0,47387.0,3.59
21.0,2.0,3.0,4.0,2.0,6.0,36661700.0,1447.0,69137.0,3.878
2.0,4.0,1.0,5.0,1.0,5.1,41699690.0,1303.0,40797.0,3.116
9.0,2.0,12.0,5.0,1.0,2.9,42109900.0,1441.0,394248.0,4.172
5.0,3.0,4.0,6.0,2.0,12.4,42699480.0,1460.0,366146.0,2.521
15.0,3.0,8.0,1.0,3.0,26.7,44530530.0,1399.0,364214.0,4.705
4.0,4.0,1.0,2.0,1.0,3.1,41699690.0,1303.0,40797.0,2.867
18.0,3.0,12.0,6.0,1.0,4.8,42758200.0,1409.0,387522.0,4.086
14.0,3.0,5.0,5.0,2.0,25.8,40103250.0,1407.0,371857.0,3.847
8.0,1.0,10.0,2.0,4.0,17.5,40890550.0,1434.0,378735.0,3.103
7.0,2.0,10.0,1.0,4.0,13.8,42161920.0,1444.0,372464.0,2.501
10.0,2.0,2.0,4.0,1.0,9.0,36792560.0,1420.0,484722.0,4.077
16.0,2.0,4.0,1.0,2.0,15.1,43862830.0,1480.0,354744.0,2.609
6.0,3.0,1.0,2.0,1.0,4.3,40211200.0,1337.0,399533.0,3.574
2.0,3.0,3.0,4.0,2.0,19.4,36765040.0,1426.0,667269.0,2.65
5.0,3.0,7.0,1.0,3.0,31.1,39572370.0,1452.0,441524.0,2.526
8.0,1.0,12.0,7.0,1.0,12.7,39792340.0,1434.0,397531.0,3.273
21.0,3.0,12.0,7.0,1.0,10.2,42758200.0,1409.0,387522.0,3.88
14.0,2.0,10.0,3.0,4.0,19.6,42161920.0,1444.0,372464.0,3.3489999999999998
9.0,3.0,5.0,7.0,2.0,18.9,40103250.0,1407.0,371857.0,2.425
0.0,3.0,5.0,2.0,2.0,18.8,40103250.0,1407.0,371857.0,2.271
10.0,3.0,2.0,7.0,1.0,11.0,35725280.0,1389.0,47387.0,4.056
11.0,3.0,4.0,3.0,2.0,18.6,42699480.0,1460.0,366146.0,3.448
1.0,3.0,12.0,7.0,1.0,3.8,42758200.0,1409.0,387522.0,2.6839999999999997
11.0,1.0,5.0,7.0,2.0,22.7,38330190.0,1381.0,331586.0,3.054
9.0,2.0,2.0,4.0,1.0,8.6,36792560.0,1420.0,484722.0,4.177
16.0,1.0,9.0,5.0,4.0,27.1,54851290.0,1440.0,476766.0,4.38
1.0,3.0,4.0,4.0,2.0,23.7,42699480.0,1460.0,366146.0,2.427
11.0,4.0,2.0,4.0,1.0,5.2,39368380.0,1378.0,479421.0,4.5280000000000005
11.0,3.0,1.0,7.0,1.0,4.7,40211200.0,1337.0,399533.0,3.932
22.0,1.0,9.0,2.0,4.0,27.2,54851290.0,1440.0,476766.0,3.6069999999999998
4.0,2.0,4.0,2.0,2.0,7.3,43862830.0,1480.0,354744.0,2.525
6.0,3.0,2.0,1.0,1.0,8.4,35725280.0,1389.0,47387.0,3.123
4.0,1.0,4.0,5.0,2.0,13.7,42178210.0,1488.0,324738.0,2.434
3.0,4.0,2.0,4.0,1.0,17.0,39368380.0,1378.0,479421.0,2.804
1.0,2.0,7.0,2.0,3.0,29.6,38329850.0,1458.0,427534.0,2.46
5.0,3.0,3.0,1.0,2.0,15.3,36765040.0,1426.0,667269.0,2.602
0.0,1.0,11.0,4.0,4.0,10.0,43107390.0,1454.0,417593.0,2.713
19.0,2.0,1.0,5.0,1.0,5.4,39454220.0,1338.0,401648.0,4.426
20.0,3.0,11.0,4.0,4.0,11.1,44483540.0,1474.0,44194.0,3.342
2.0,2.0,7.0,2.0,3.0,23.6,38329850.0,1458.0,427534.0,2.509
12.0,1.0,4.0,6.0,2.0,17.2,42178210.0,1488.0,324738.0,3.16
8.0,1.0,12.0,3.0,1.0,14.1,39792340.0,1434.0,397531.0,4.003
23.0,2.0,7.0,1.0,3.0,27.8,38329850.0,1458.0,427534.0,2.864
2.0,1.0,7.0,4.0,3.0,23.1,36895570.0,1465.0,4156.0,2.359
1.0,1.0,7.0,6.0,3.0,21.5,36895570.0,1465.0,4156.0,2.467
1.0,2.0,7.0,2.0,3.0,23.9,38329850.0,1458.0,427534.0,2.594
14.0,2.0,10.0,7.0,4.0,13.4,42161920.0,1444.0,372464.0,3.0269999999999997
9.0,3.0,6.0,5.0,3.0,22.8,42360590.0,1476.0,45376.0,3.572
16.0,2.0,9.0,6.0,4.0,22.2,56797700.0,1438.0,495179.0,3.9419999999999997
18.0,2.0,5.0,3.0,2.0,18.4,39955140.0,1396.0,372567.0,3.344
21.0,3.0,8.0,4.0,3.0,18.7,44530530.0,1399.0,364214.0,3.614
3.0,2.0,8.0,3.0,3.0,30.8,45887250.0,1393.0,3553.0,2.687
0.0,3.0,12.0,1.0,1.0,8.5,42758200.0,1409.0,387522.0,2.815
18.0,1.0,6.0,5.0,3.0,20.6,40056510.0,1490.0,420907.0,3.216
22.0,1.0,9.0,5.0,4.0,19.1,54851290.0,1440.0,476766.0,3.114
4.0,2.0,6.0,6.0,3.0,19.8,43002660.0,1490.0,477464.0,2.383
16.0,2.0,11.0,3.0,4.0,13.4,43824150.0,1456.0,406855.0,3.985
18.0,1.0,6.0,3.0,3.0,19.2,40056510.0,1490.0,420907.0,3.523
16.0,1.0,6.0,4.0,3.0,24.0,40056510.0,1490.0,420907.0,3.5460000000000003
16.0,3.0,1.0,4.0,1.0,-2.0,40211200.0,1337.0,399533.0,4.603
22.0,2.0,1.0,7.0,1.0,4.1,39454220.0,1338.0,401648.0,3.585
19.0,3.0,7.0,6.0,3.0,28.6,39572370.0,1452.0,441524.0,4.782
16.0,1.0,9.0,3.0,4.0,18.9,54851290.0,1440.0,476766.0,3.659
17.0,2.0,3.0,4.0,2.0,6.8,36661700.0,1447.0,69137.0,4.029
18.0,4.0,2.0,6.0,1.0,0.3,39368380.0,1378.0,479421.0,4.627
22.0,2.0,12.0,7.0,1.0,9.9,42109900.0,1441.0,394248.0,3.5060000000000002
1.0,2.0,5.0,7.0,2.0,17.0,39955140.0,1396.0,372567.0,2.347
19.0,2.0,10.0,5.0,4.0,17.1,42161920.0,1444.0,372464.0,3.681
3.0,4.0,1.0,5.0,1.0,4.3,41699690.0,1303.0,40797.0,2.997
21.0,2.0,9.0,5.0,4.0,22.3,56797700.0,1438.0,495179.0,3.214
12.0,4.0,1.0,4.0,1.0,9.7,41699690.0,1303.0,40797.0,3.865
11.0,2.0,12.0,6.0,1.0,7.5,42109900.0,1441.0,394248.0,4.319
8.0,4.0,1.0,5.0,1.0,9.7,41699690.0,1303.0,40797.0,4.357
14.0,4.0,1.0,2.0,1.0,7.4,41699690.0,1303.0,40797.0,3.853
7.0,1.0,6.0,7.0,3.0,24.0,40056510.0,1490.0,420907.0,2.487
0.0,2.0,8.0,7.0,3.0,25.6,45887250.0,1393.0,3553.0,2.782
14.0,3.0,9.0,4.0,4.0,27.1,56158180.0,1390.0,485365.0,4.766
1.0,3.0,9.0,2.0,4.0,26.8,56158180.0,1390.0,485365.0,2.381
8.0,2.0,11.0,4.0,4.0,7.3,43824150.0,1456.0,406855.0,4.056
13.0,2.0,12.0,3.0,1.0,8.3,42109900.0,1441.0,394248.0,3.855
8.0,1.0,4.0,7.0,2.0,9.7,42178210.0,1488.0,324738.0,3.0189999999999997
11.0,2.0,1.0,4.0,1.0,8.5,39454220.0,1338.0,401648.0,4.212
13.0,3.0,12.0,6.0,1.0,6.9,42758200.0,1409.0,387522.0,3.702
1.0,3.0,9.0,6.0,4.0,23.3,56158180.0,1390.0,485365.0,2.525
20.0,3.0,11.0,6.0,4.0,12.7,44483540.0,1474.0,44194.0,3.29
21.0,2.0,8.0,3.0,3.0,27.5,45887250.0,1393.0,3553.0,3.86
22.0,3.0,7.0,6.0,3.0,29.9,39572370.0,1452.0,441524.0,4.06
13.0,2.0,3.0,6.0,2.0,10.7,36661700.0,1447.0,69137.0,3.745
1.0,1.0,5.0,2.0,2.0,14.1,38330190.0,1381.0,331586.0,2.045
3.0,1.0,9.0,1.0,4.0,23.9,54851290.0,1440.0,476766.0,2.358
21.0,1.0,7.0,6.0,3.0,24.5,36895570.0,1465.0,4156.0,3.5039999999999996
9.0,3.0,7.0,5.0,3.0,32.8,39572370.0,1452.0,441524.0,4.3180000000000005
21.0,2.0,5.0,6.0,2.0,19.0,39955140.0,1396.0,372567.0,2.952
3.0,3.0,9.0,2.0,4.0,23.6,56158180.0,1390.0,485365.0,2.513
11.0,1.0,7.0,4.0,3.0,28.9,36895570.0,1465.0,4156.0,4.373
11.0,3.0,11.0,3.0,4.0,11.8,44483540.0,1474.0,44194.0,3.446
15.0,3.0,11.0,5.0,4.0,15.9,44483540.0,1474.0,44194.0,3.365
11.0,4.0,1.0,4.0,1.0,10.7,41699690.0,1303.0,40797.0,4.073
9.0,3.0,12.0,1.0,1.0,4.9,42758200.0,1409.0,387522.0,3.859
18.0,2.0,1.0,2.0,1.0,3.3,39454220.0,1338.0,401648.0,4.785
21.0,1.0,5.0,3.0,2.0,16.6,38330190.0,1381.0,331586.0,2.9589999999999996
22.0,1.0,6.0,2.0,3.0,22.2,40056510.0,1490.0,420907.0,3.123
20.0,1.0,10.0,1.0,4.0,11.9,40890550.0,1434.0,378735.0,3.105
8.0,3.0,9.0,2.0,4.0,14.4,56158180.0,1390.0,485365.0,2.9339999999999997
23.0,2.0,2.0,1.0,1.0,2.5,36792560.0,1420.0,484722.0,3.359
19.0,4.0,3.0,5.0,2.0,9.7,39820270.0,1383.0,640803.0,4.038
14.0,3.0,12.0,7.0,1.0,9.5,42758200.0,1409.0,387522.0,3.572
1.0,4.0,2.0,2.0,1.0,13.6,39368380.0,1378.0,479421.0,2.925
19.0,3.0,10.0,6.0,4.0,21.3,42163910.0,1439.0,418987.0,3.241
19.0,3.0,11.0,6.0,4.0,22.1,44483540.0,1474.0,44194.0,3.534
23.0,2.0,10.0,2.0,4.0,13.9,42161920.0,1444.0,372464.0,2.833
16.0,2.0,7.0,7.0,3.0,23.6,38329850.0,1458.0,427534.0,3.1889999999999996
3.0,3.0,6.0,3.0,3.0,20.5,42360590.0,1476.0,45376.0,2.439
15.0,2.0,4.0,3.0,2.0,15.5,43862830.0,1480.0,354744.0,3.312
23.0,2.0,9.0,4.0,4.0,19.5,56797700.0,1438.0,495179.0,2.8569999999999998
17.0,3.0,12.0,3.0,1.0,9.7,42758200.0,1409.0,387522.0,4.258
3.0,3.0,10.0,4.0,4.0,25.6,42163910.0,1439.0,418987.0,2.386
8.0,3.0,6.0,5.0,3.0,17.3,42360590.0,1476.0,45376.0,3.1689999999999996
17.0,3.0,4.0,4.0,2.0,13.9,42699480.0,1460.0,366146.0,3.341
23.0,2.0,6.0,4.0,3.0,19.6,43002660.0,1490.0,477464.0,2.687
8.0,1.0,10.0,3.0,4.0,20.1,40890550.0,1434.0,378735.0,2.9610000000000003
23.0,1.0,7.0,7.0,3.0,20.2,36895570.0,1465.0,4156.0,2.6260000000000003
14.0,2.0,1.0,2.0,1.0,17.0,39454220.0,1338.0,401648.0,3.5380000000000003
12.0,3.0,11.0,7.0,4.0,13.3,44483540.0,1474.0,44194.0,2.911
0.0,2.0,8.0,2.0,3.0,24.7,45887250.0,1393.0,3553.0,2.522
8.0,2.0,11.0,2.0,4.0,13.9,43824150.0,1456.0,406855.0,3.239
4.0,3.0,9.0,6.0,4.0,21.4,56158180.0,1390.0,485365.0,2.4019999999999997
21.0,2.0,5.0,6.0,2.0,17.7,39955140.0,1396.0,372567.0,2.5660000000000003
2.0,3.0,9.0,5.0,4.0,26.6,56158180.0,1390.0,485365.0,2.35
